"","order","species","adult_body_mass_g","adult_head_body_len_mm","home_range_km2","litter_size"
"418","Artiodactyla","Cephalophus leucogaster",13208.69,939.32,NA,1
"419","Artiodactyla","Cephalophus natalensis",12724.51,786.14,0.06,1
"420","Rodentia","Chaetomys subspinosus",1299.99,599.52,NA,NA
"421","Cingulata","Chaetophractus nationi",2110.04,NA,NA,NA
"422","Cingulata","Chaetophractus vellerosus",930.16,NA,0.02,NA
"423","Cingulata","Chaetophractus villosus",4372.8,NA,NA,1.62
"424","Chiroptera","Chalinolobus dwyeri",8.74,NA,NA,1.34
"425","Chiroptera","Chalinolobus gouldii",14.24,NA,NA,1.41
"426","Chiroptera","Chalinolobus morio",8.91,NA,NA,1.38
"427","Chiroptera","Chalinolobus neocaledonicus",NA,NA,NA,NA
"428","Diprotodontia","Dendrolagus inustus",12625,716.21,NA,1.11
"429","Diprotodontia","Dendrolagus lumholtzi",6649.97,NA,0.01,1
"430","Diprotodontia","Dendrolagus matschiei",8293.4,537.81,0.23,1.01
"431","Diprotodontia","Dendrolagus mbaiso",9395.06,674.54,NA,NA
"432","Diprotodontia","Dendrolagus pulcherrimus",NA,NA,NA,NA
"433","Diprotodontia","Dendrolagus scottae",9958.58,615.55,NA,1.01
"434","Diprotodontia","Dendrolagus spadix",8468.2,602.65,NA,1
"435","Diprotodontia","Dendrolagus stellarum",NA,NA,NA,NA
"436","Diprotodontia","Dendrolagus ursinus",13249.99,623.07,NA,1.01
"437","Rodentia","Dendromus insignis",NA,NA,NA,NA
"438","Rodentia","Dendromus kahuziensis",NA,NA,NA,3.49
"439","Rodentia","Dendromus leucostomus",NA,NA,NA,NA
"440","Rodentia","Dendromus lovati",12,NA,NA,NA
"441","Rodentia","Dendromus melanotis",9.1,NA,NA,3.97
"442","Rodentia","Dendromus mesomelas",10.2,NA,NA,3.94
"443","Rodentia","Dendromus messorius",NA,NA,NA,2.95
"444","Rodentia","Dendromus mystacalis",8.17,NA,NA,3.45
"445","Rodentia","Dendromus nyasae",NA,NA,NA,NA
"446","Rodentia","Dendromus nyikae",15,NA,NA,4.62
"447","Rodentia","Dendromus oreas",NA,NA,NA,NA
"448","Rodentia","Dendromus vernayi",NA,NA,NA,NA
"449","Rodentia","Dendroprionomys rousseloti",NA,NA,NA,NA
"450","Rodentia","Deomys ferrugineus",57.6,NA,NA,1.7
"451","Rodentia","Dephomys defua",43.05,NA,NA,2.75
"452","Rodentia","Dephomys eburneae",52.5,NA,NA,NA
"453","Soricomorpha","Desmana moschata",427.64,203.1,0.004907674,3.63
"454","Rodentia","Desmodilliscus braueri",10,NA,NA,2.6
"455","Rodentia","Desmodillus auricularis",54.81,NA,NA,2.62
"456","Chiroptera","Desmodus rotundus",33.16,78,NA,1
"457","Rodentia","Desmomys harringtoni",89.99,NA,NA,NA
"458","Rodentia","Desmomys yaldeni",NA,NA,NA,NA
"459","Chiroptera","Diaemus youngi",36.71,NA,NA,NA
"460","Perissodactyla","Dicerorhinus sumatrensis",1046156.04,2769.99,11.87,1
"461","Perissodactyla","Diceros bicornis",995940.54,2849.99,11.48,1
"462","Chiroptera","Diclidurus albus",16.56,69.99,NA,1
"463","Chiroptera","Diclidurus ingens",12.3,NA,NA,NA
"464","Chiroptera","Diclidurus isabellus",12.61,NA,NA,NA
"465","Chiroptera","Diclidurus scutatus",13.62,NA,NA,NA
"466","Rodentia","Dicrostonyx groenlandicus",58.44,117.32,0.007305693,3.78
"467","Rodentia","Dicrostonyx hudsonius",57,NA,NA,3.49
"468","Rodentia","Dicrostonyx nelsoni",NA,NA,NA,NA
"469","Rodentia","Dicrostonyx nunatakensis",NA,NA,NA,NA
"470","Rodentia","Dicrostonyx richardsoni",NA,NA,NA,NA
"471","Rodentia","Dicrostonyx torquatus",78.77,NA,NA,3.85
"472","Rodentia","Dicrostonyx unalascensis",NA,NA,NA,2.79
"473","Rodentia","Dicrostonyx vinogradovi",NA,NA,NA,NA
"474","Didelphimorphia","Didelphis albiventris",1030.47,360.69,0.004024018,6.9
"475","Didelphimorphia","Didelphis aurita",1105.88,NA,NA,6.11
"476","Didelphimorphia","Didelphis imperfecta",NA,NA,NA,NA
"477","Didelphimorphia","Didelphis marsupialis",1134.75,402.7,0.17,7.09
"478","Didelphimorphia","Didelphis pernigra",NA,NA,NA,NA
"479","Didelphimorphia","Didelphis virginiana",2442.08,NA,0.58,8.62
"480","Rodentia","Dinaromys bogdanovi",56,NA,NA,2.5
"481","Rodentia","Dinomys branickii",12500,750,NA,1.97
"482","Rodentia","Diomys crumpi",NA,NA,NA,NA
"483","Chiroptera","Diphylla ecaudata",28.11,78.99,NA,0.99
"484","Carnivora","Diplogale hosei",NA,599.13,NA,NA
"485","Soricomorpha","Diplomesodon pulchellum",11,NA,NA,4.99
"486","Rodentia","Diplomys caniceps",394.49,NA,NA,NA
"487","Rodentia","Diplomys labilis",282.17,NA,NA,1.18
"488","Rodentia","Diplomys rufodorsalis",144.8,NA,NA,NA
"489","Rodentia","Diplothrix legata",NA,NA,NA,NA
"490","Rodentia","Dipodillus bottai",NA,NA,NA,NA
"491","Rodentia","Dipodillus campestris",27.58,90.79,NA,4.34
"492","Rodentia","Dipodillus dasyurus",27.5,83.05,NA,3.88
"493","Rodentia","Dipodillus harwoodi",NA,NA,NA,NA
"494","Rodentia","Dipodillus jamesi",NA,NA,NA,NA
"495","Rodentia","Dipodillus lowei",NA,NA,NA,NA
"496","Rodentia","Dipodillus mackilligini",NA,NA,NA,NA
"497","Rodentia","Dipodillus maghrebi",NA,NA,NA,NA
"498","Macroscelidea","Elephantulus fuscus",NA,NA,NA,1.39
"499","Macroscelidea","Elephantulus intufi",48.9,117.61,NA,1.55
"500","Macroscelidea","Elephantulus myurus",59.51,128.25,NA,1.84
"501","Macroscelidea","Elephantulus revoili",32.49,NA,NA,NA
"502","Macroscelidea","Elephantulus rozeti",43.07,NA,NA,2.13
"503","Macroscelidea","Elephantulus rufescens",52.78,249.83,0.002648142,1.41
"504","Macroscelidea","Elephantulus rupestris",65.56,122.15,NA,1.84
"505","Proboscidea","Elephas maximus",3269794.34,1919.2,38.36,1.41
"506","Rodentia","Eligmodontia moreni",18,NA,NA,NA
"507","Rodentia","Eligmodontia morgani",16.5,NA,NA,NA
"508","Rodentia","Eligmodontia puerulus",28.49,NA,NA,NA
"509","Rodentia","Eligmodontia typus",17.37,NA,NA,6.24
"510","Rodentia","Eliomys melanurus",100.36,137.5,NA,4.99
"511","Rodentia","Eliomys munbyanus",NA,NA,NA,NA
"512","Rodentia","Eliomys quercinus",114.61,138.74,NA,4.99
"513","Rodentia","Eliurus antsingy",NA,NA,NA,NA
"514","Rodentia","Eliurus ellermani",100,NA,NA,NA
"515","Rodentia","Eliurus grandidieri",NA,NA,NA,NA
"516","Rodentia","Eliurus majori",100,NA,NA,NA
"517","Rodentia","Eliurus minor",57.53,128.24,NA,NA
"518","Rodentia","Eliurus myoxinus",69.76,127.5,NA,NA
"519","Rodentia","Eliurus penicillatus",100,NA,NA,NA
"520","Rodentia","Eliurus petteri",75,NA,NA,NA
"521","Rodentia","Eliurus tanala",89.99,NA,NA,NA
"522","Rodentia","Eliurus webbi",61.13,NA,NA,NA
"523","Rodentia","Ellobius alaicus",NA,NA,NA,NA
"524","Rodentia","Ellobius fuscocapillus",80,NA,NA,3.46
"525","Rodentia","Ellobius lutescens",NA,NA,NA,4.66
"526","Rodentia","Ellobius talpinus",40,NA,NA,3.67
"527","Rodentia","Ellobius tancrei",NA,NA,NA,NA
"528","Chiroptera","Emballonura alecto",5.25,NA,NA,NA
"529","Chiroptera","Emballonura atrata",4.55,57.5,NA,NA
"530","Chiroptera","Emballonura beccarii",4.31,NA,NA,NA
"531","Chiroptera","Emballonura dianae",NA,NA,NA,NA
"532","Chiroptera","Emballonura furax",NA,NA,NA,NA
"533","Chiroptera","Emballonura monticola",5.35,NA,NA,1
"534","Chiroptera","Emballonura raffrayana",5.61,NA,NA,NA
"535","Chiroptera","Emballonura semicaudata",6.29,47,NA,NA
"536","Chiroptera","Emballonura serii",NA,NA,NA,NA
"537","Chiroptera","Enchisthenes hartii",16.99,NA,NA,0.99
"538","Chiroptera","Hesperoptenus doriae",NA,NA,NA,NA
"539","Chiroptera","Hesperoptenus gaskelli",NA,NA,NA,NA
"540","Chiroptera","Hesperoptenus tickelli",16.3,NA,NA,1
"541","Chiroptera","Hesperoptenus tomesi",NA,NA,NA,NA
"542","Rodentia","Heterocephalus glaber",39.36,129.61,0.004215132,11.3
"543","Hyracoidea","Heterohyrax brucei",2453.66,468.99,NA,1.89
"544","Rodentia","Heteromys anomalus",69.06,NA,NA,2.83
"545","Rodentia","Heteromys australis",267.49,NA,NA,2.75
"546","Rodentia","Heteromys desmarestianus",74,NA,0.001025001,3.06
"547","Rodentia","Lagostomus maximus",4660.94,523.73,0.01,1.93
"548","Diprotodontia","Lagostrophus fasciatus",1933.48,NA,NA,0.9
"549","Primates","Lagothrix cana",NA,NA,NA,NA
"550","Primates","Lagothrix lagotricha",6263.69,536.39,2.82,1.01
"551","Primates","Lagothrix lugens",NA,NA,NA,NA
"552","Primates","Lagothrix poeppigii",NA,NA,NA,NA
"553","Rodentia","Lagurus lagurus",20.6,92.52,NA,4
"554","Artiodactyla","Lama glama",78322.67,1595.1,NA,1
"555","Rodentia","Lamottemys okuensis",NA,NA,NA,NA
"556","Artiodactyla","Eudorcas rufina",39999.99,NA,NA,NA
"557","Artiodactyla","Eudorcas thomsonii",22907.43,885,NA,1
"558","Primates","Eulemur albifrons",NA,NA,NA,NA
"559","Primates","Eulemur albocollaris",2397.37,NA,NA,NA
"560","Primates","Eulemur cinereiceps",NA,NA,NA,NA
"561","Primates","Eulemur collaris",NA,NA,NA,NA
"562","Primates","Eulemur coronatus",1699.85,352.27,0.05,1.53
"563","Primates","Eulemur fulvus",2376.99,469.62,0.05,1.1
"564","Primates","Eulemur macaco",2470.43,397.11,0.03,1.04
"565","Primates","Eulemur mongoz",1771.13,354.85,0.05,1.11
"566","Primates","Eulemur rubriventer",2015.4,404.72,0.13,1.01
"567","Primates","Eulemur rufus",2394.62,457.01,NA,NA
"568","Primates","Eulemur sanfordi",2394.03,NA,NA,NA
"569","Carnivora","Eumetopias jubatus",382466.74,2692.71,NA,0.96
"570","Primates","Galago thomasi",117.35,NA,NA,NA
"571","Primates","Galago zanzibaricus",147.35,NA,0.01,1.29
"572","Rodentia","Galea flavidens",450,NA,NA,NA
"573","Rodentia","Galea musteloides",386.64,NA,NA,2.6
"574","Rodentia","Galea spixii",360.61,NA,0.000535015,2.19
"575","Soricomorpha","Galemys pyrenaicus",60.17,125,0.001551623,3.54
"576","Rodentia","Galenomys garleppi",59.3,NA,NA,NA
"577","Dermoptera","Galeopterus variegates",1112.2,379.43,NA,1
"578","Carnivora","Galerella flavescens",750,NA,NA,NA
"579","Carnivora","Galerella ochracea",NA,NA,NA,NA
"580","Carnivora","Galerella pulverulenta",791.4,349.38,3.81,2.25
"581","Carnivora","Galerella sanguinea",543.83,329.01,0.66,2.5
"582","Carnivora","Galictis cuja",1000,423.29,NA,NA
"583","Carnivora","Galictis vittata",NA,NA,NA,NA
"584","Carnivora","Galidia elegans",810,351.07,0.17,1
"585","Carnivora","Galidictis fasciata",549.99,318.31,NA,1
"586","Carnivora","Galidictis grandidieri",1400,359.99,NA,1
"587","Artiodactyla","Gazella arabica",24124.67,1000,NA,1.5
"588","Artiodactyla","Gazella bennettii",18916.67,NA,NA,NA
"589","Artiodactyla","Gazella cuvieri",NA,NA,NA,NA
"590","Artiodactyla","Gazella dorcas",15635.95,965.68,15.52,1.22
"591","Artiodactyla","Gazella erlangeri",NA,NA,NA,NA
"592","Artiodactyla","Gazella gazella",21306.83,1012.85,1.46,1.22
"593","Artiodactyla","Gazella leptoceros",24645.75,1032.67,NA,1
"594","Artiodactyla","Gazella saudiya",16000,NA,NA,NA
"595","Artiodactyla","Gazella spekei",20000,885,NA,1
"596","Artiodactyla","Gazella subgutturosa",26981.37,957.35,NA,1.39
"597","Carnivora","Genetta abyssinica",1405.48,422.85,NA,NA
"598","Carnivora","Genetta angolensis",1859.64,472.01,NA,NA
"599","Rodentia","Gerbillus gerbillus",26.99,NA,NA,4.14
"600","Rodentia","Gerbillus gleadowi",26.01,NA,NA,3
"601","Rodentia","Gerbillus grobbeni",NA,NA,NA,NA
"602","Rodentia","Bandicota savilei",260.63,NA,NA,NA
"603","Chiroptera","Barbastella barbastellus",8.31,NA,NA,1.73
"604","Chiroptera","Barbastella leucomelas",15.05,NA,NA,NA
"605","Carnivora","Bassaricyon alleni",NA,NA,NA,NA
"606","Carnivora","Bassaricyon beddardi",1235.01,NA,NA,NA
"607","Carnivora","Bassaricyon gabbii",1250,411.27,NA,1
"608","Carnivora","Bassaricyon lasius",1200,NA,NA,NA
"609","Carnivora","Bassaricyon pauli",1200,NA,NA,NA
"610","Carnivora","Bassariscus astutus",1010.37,338.98,0.74,3
"611","Carnivora","Bassariscus sumichrasti",906,423.73,NA,2
"612","Rodentia","Bathyergus janetta",388.69,NA,NA,3.49
"613","Rodentia","Bathyergus suillus",777.38,278.86,0.002096145,2.89
"614","Rodentia","Batomys dentatus",NA,195,NA,NA
"615","Rodentia","Batomys granti",169.53,204,0.001546275,NA
"616","Rodentia","Batomys russatus",NA,NA,NA,NA
"617","Rodentia","Batomys salomonseni",185.76,175,NA,NA
"618","Chiroptera","Bauerus dubiaquercus",22.22,NA,NA,1.71
"619","Carnivora","Bdeogale crassicauda",1722.13,444.53,NA,0.96
"620","Carnivora","Bdeogale jacksoni",2500,NA,NA,NA
"621","Carnivora","Bdeogale nigripes",2623.01,611.37,NA,1
"622","Rodentia","Beamys hindei",75.8,149.23,NA,3.49
"623","Rodentia","Beamys major",NA,NA,NA,4
"624","Artiodactyla","Beatragus hunteri",79132.17,1600,NA,1
"625","Rodentia","Belomys pearsonii",NA,NA,NA,NA
"626","Cetacea","Berardius arnuxii",7000000.02,NA,NA,NA
"627","Cetacea","Berardius bairdii",11380000.04,NA,NA,0.98
"628","Rodentia","Berylmys berdmorei",NA,NA,NA,NA
"629","Rodentia","Berylmys bowersi",358.68,253.06,NA,3.88
"630","Rodentia","Berylmys mackenziei",NA,NA,NA,NA
"631","Rodentia","Berylmys manipulus",NA,NA,NA,NA
"632","Diprotodontia","Bettongia gaimardi",1667.55,330.01,0.41,1
"633","Diprotodontia","Bettongia lesueur",1447.27,NA,NA,1
"634","Diprotodontia","Bettongia penicillata",1184.35,NA,NA,1
"635","Diprotodontia","Bettongia tropica",1256.58,NA,NA,1
"636","Rodentia","Bibimys chacoensis",28,NA,NA,NA
"637","Rodentia","Bibimys labiosus",NA,NA,NA,NA
"638","Pilosa","Bradypus torquatus",4468.42,549.99,0.03,1
"639","Pilosa","Bradypus tridactylus",4375.8,546.36,NA,1
"640","Pilosa","Bradypus variegatus",4136.36,NA,0.01,1
"641","Rodentia","Brotomys contractus",NA,NA,NA,NA
"642","Rodentia","Brotomys voratus",NA,NA,NA,NA
"643","Rodentia","Brucepattersonius albinasus",NA,NA,NA,NA
"644","Rodentia","Brucepattersonius griserufescens",NA,NA,NA,NA
"645","Rodentia","Brucepattersonius guarani",NA,NA,NA,NA
"646","Rodentia","Brucepattersonius igniventris",NA,NA,NA,NA
"647","Rodentia","Brucepattersonius iheringi",43,NA,NA,NA
"648","Rodentia","Brucepattersonius misionensis",NA,NA,NA,NA
"649","Rodentia","Brucepattersonius paradisus",NA,NA,NA,NA
"650","Rodentia","Brucepattersonius soricinus",NA,NA,NA,NA
"651","Artiodactyla","Bubalus bubalis",929500.97,2649.52,3.63,1.5
"652","Artiodactyla","Bubalus depressicornis",256989.27,1728.58,NA,1
"653","Artiodactyla","Bubalus mindorensis",254389.74,2199.99,NA,1
"654","Artiodactyla","Bubalus quarlesi",181718.86,1577.97,NA,1
"655","Artiodactyla","Budorcas taxicolor",294515.33,1736,NA,1.22
"656","Rodentia","Bullimus bagobus",395.38,289.61,NA,NA
"657","Rodentia","Bullimus gamay",NA,NA,NA,NA
"658","Rodentia","Bullimus luzonicus",NA,239.99,NA,NA
"659","Lagomorpha","Bunolagus monticularis",1750.01,430,0.14,1.22
"660","Rodentia","Bunomys andrewsi",NA,NA,NA,NA
"661","Rodentia","Bunomys chrysocomus",111.29,NA,NA,NA
"662","Rodentia","Bunomys coelestis",NA,NA,NA,NA
"663","Rodentia","Bunomys fratrorum",130.31,NA,NA,NA
"664","Rodentia","Bunomys penitus",NA,NA,NA,NA
"665","Rodentia","Bunomys prolatus",NA,NA,NA,NA
"666","Primates","Bunopithecus hoolock",6699,547.49,0.16,1.01
"667","Chiroptera","Cheiromeles parvidens",NA,NA,NA,NA
"668","Chiroptera","Cheiromeles torquatus",169.43,NA,NA,NA
"669","Rodentia","Chelemys delfini",NA,NA,NA,NA
"670","Rodentia","Chelemys macronyx",70.99,NA,NA,4.37
"671","Rodentia","Chelemys megalonyx",50.8,NA,NA,NA
"672","Rodentia","Chibchanomys orcesi",NA,NA,NA,NA
"673","Rodentia","Chibchanomys trichotis",49.99,NA,NA,0.97
"674","Rodentia","Chilomys instans",19,NA,NA,NA
"675","Chiroptera","Chilonatalus micropus",NA,NA,NA,NA
"676","Chiroptera","Chilonatalus tumidifrons",3.62,NA,NA,NA
"677","Soricomorpha","Chimarrogale hantu",54.99,103.5,NA,NA
"678","Soricomorpha","Chimarrogale himalayica",33.5,107.52,NA,NA
"679","Soricomorpha","Chimarrogale phaeura",NA,100.49,NA,NA
"680","Soricomorpha","Chimarrogale platycephalus",36.32,116.49,NA,NA
"681","Soricomorpha","Chimarrogale styani",NA,102,NA,NA
"682","Soricomorpha","Chimarrogale sumatrana",NA,NA,NA,NA
"683","Rodentia","Chinchilla chinchilla",499.99,305,NA,2.5
"684","Rodentia","Chinchilla lanigera",480.28,305,NA,1.87
"685","Rodentia","Chinchillula sahamae",169.74,NA,NA,NA
"686","Rodentia","Chionomys gud",NA,NA,NA,5.83
"687","Rodentia","Chionomys nivalis",42.01,NA,NA,3.42
"688","Rodentia","Chionomys roberti",NA,NA,NA,1.94
"689","Chiroptera","Chiroderma doriae",19.9,NA,NA,1
"690","Chiroptera","Chiroderma improvisum",35.39,NA,NA,NA
"691","Chiroptera","Chiroderma salvini",26.3,NA,NA,0.99
"692","Chiroptera","Chiroderma trinitatum",13.91,NA,NA,0.98
"693","Chiroptera","Chiroderma villosum",23.81,63.99,NA,0.99
"694","Rodentia","Chiromyscus chiropus",NA,NA,NA,NA
"695","Chiroptera","Chironax melanocephalus",17.7,NA,NA,0.98
"696","Didelphimorphia","Chironectes minimus",974.33,297.5,NA,3.24
"697","Rodentia","Chiropodomys calamianensis",28.9,93.99,NA,NA
"698","Rodentia","Chiropodomys gliroides",23.68,NA,NA,1.65
"699","Rodentia","Chiropodomys karlkoopmani",NA,NA,NA,NA
"700","Rodentia","Chiropodomys major",28.9,93.99,NA,NA
"701","Rodentia","Chiropodomys muroides",28.9,93.99,NA,NA
"702","Rodentia","Chiropodomys pusillus",28.9,93.99,NA,NA
"703","Primates","Chiropotes albinasus",2793.21,440,1.98,1.01
"704","Primates","Chiropotes chiropotes",NA,NA,NA,NA
"705","Primates","Chiropotes israelita",NA,NA,NA,NA
"706","Primates","Chiropotes satanas",2967.27,416.26,1.48,1
"707","Primates","Chiropotes utahickae",NA,NA,NA,NA
"708","Rodentia","Chiruromys forbesi",105.15,144.23,NA,2.68
"709","Rodentia","Chiruromys lamia",47.2,112.63,NA,2.15
"710","Rodentia","Chiruromys vates",45.46,109.79,NA,1.07
"711","Cingulata","Chlamyphorus truncatus",83.53,134.99,NA,NA
"712","Primates","Chlorocebus aethiops",3695.99,560,NA,NA
"713","Primates","Chlorocebus cynosuros",NA,NA,NA,NA
"714","Primates","Chlorocebus djamdjamensis",NA,NA,NA,NA
"715","Primates","Chlorocebus pygerythrus",NA,NA,NA,NA
"716","Primates","Chlorocebus sabaeus",NA,NA,NA,NA
"717","Primates","Chlorocebus tantalus",NA,NA,NA,NA
"718","Afrosoricida","Chlorotalpa duthieae",NA,100.34,NA,2
"719","Diprotodontia","Burramys parvus",44.27,114.5,NA,3.6
"720","Cingulata","Cabassous centralis",3669.69,415.89,NA,1
"721","Cingulata","Cabassous chacoensis",1490.01,NA,NA,NA
"722","Cingulata","Cabassous tatouay",5349.95,NA,NA,NA
"723","Cingulata","Cabassous unicinctus",3987.97,453.64,NA,1
"724","Primates","Cacajao calvus",3421.04,540.55,NA,1.01
"725","Primates","Cacajao melanocephalus",3121.58,400,NA,NA
"726","Paucituberculata","Caenolestes caniventer",40,121.79,NA,2
"727","Paucituberculata","Caenolestes condorensis",47.81,127.76,NA,NA
"728","Paucituberculata","Caenolestes convelatus",31.56,106.14,NA,NA
"729","Paucituberculata","Caenolestes fuliginosus",28.64,113.02,NA,3.62
"730","Afrosoricida","Calcochloris leucorhinus",NA,NA,NA,NA
"731","Afrosoricida","Calcochloris obtusirostris",24.05,100.84,NA,2
"732","Afrosoricida","Calcochloris tytonis",NA,NA,NA,NA
"733","Primates","Callicebus baptista",NA,NA,NA,NA
"734","Primates","Callicebus barbarabrownae",NA,NA,NA,NA
"735","Primates","Callicebus bernhardi",NA,NA,NA,NA
"736","Primates","Callicebus brunneus",850.84,NA,0.04,1.02
"737","Primates","Callicebus caligatus",992.4,NA,NA,1.02
"738","Primates","Callicebus cinerascens",992.4,NA,NA,1.02
"739","Primates","Callicebus coimbrai",NA,NA,NA,NA
"740","Artiodactyla","Capra nubiana",47763.72,NA,NA,1
"741","Artiodactyla","Capra pyrenaica",60898.77,1200,0.64,1.5
"742","Artiodactyla","Capra sibirica",130000,NA,NA,NA
"743","Artiodactyla","Capra walie",100144.02,NA,NA,1
"744","Artiodactyla","Capreolus capreolus",22502.01,NA,0.52,1.79
"745","Artiodactyla","Capreolus pygargus",41371.03,1320,0.99,2
"746","Artiodactyla","Capricornis crispus",43030.64,NA,0.11,1
"747","Artiodactyla","Capricornis milneedwardsii",NA,NA,NA,NA
"748","Artiodactyla","Capricornis rubidus",NA,NA,NA,NA
"749","Artiodactyla","Capricornis sumatraensis",110942.22,1449.99,NA,1.22
"750","Artiodactyla","Capricornis swinhoei",NA,NA,NA,NA
"751","Artiodactyla","Capricornis thar",NA,NA,NA,NA
"752","Lagomorpha","Caprolagus hispidus",2496.99,460.23,0.004121254,3.46
"753","Rodentia","Capromys gundlachianus",NA,NA,NA,NA
"754","Rodentia","Capromys pilorides",5200,NA,NA,2
"755","Carnivora","Caracal caracal",11964.38,739.28,293.94,2.3
"756","Rodentia","Cardiocranius paradoxus",NA,NA,NA,NA
"757","Chiroptera","Cardioderma cor",26.45,NA,NA,1
"758","Chiroptera","Carollia brevicauda",14.85,NA,NA,0.98
"759","Chiroptera","Carollia castanea",13.1,NA,NA,0.99
"760","Chiroptera","Carollia colombiana",NA,NA,NA,NA
"761","Chiroptera","Carollia perspicillata",19.23,59.99,NA,1
"762","Chiroptera","Carollia sowelli",NA,NA,NA,NA
"763","Chiroptera","Carollia subrufa",15.84,NA,NA,0.98
"764","Afrosoricida","Carpitalpa arendsi",52.34,123.77,NA,NA
"765","Rodentia","Carpomys melanurus",NA,200,NA,NA
"766","Rodentia","Carpomys phaeurus",NA,185,NA,NA
"767","Rodentia","Carterodon sulcidens",113.8,NA,NA,NA
"768","Rodentia","Caryomys eva",NA,NA,NA,NA
"769","Rodentia","Caryomys inez",NA,NA,NA,1.94
"770","Chiroptera","Casinycteris argynnis",28.28,NA,NA,0.98
"771","Rodentia","Castor canadensis",18124.41,754.74,0.06,3.6
"772","Rodentia","Castor fiber",19000,NA,NA,2.95
"773","Artiodactyla","Catagonus wagneri",35566.4,1025.93,7,2.47
"774","Carnivora","Catopuma badia",3429.52,548.4,NA,NA
"775","Carnivora","Catopuma temminckii",7726.46,887.35,NA,1.5
"776","Rodentia","Cavia aperea",524.38,NA,0.000921587,2.14
"777","Rodentia","Cavia fulgida",282.5,NA,NA,1.34
"778","Rodentia","Cavia intermedia",NA,NA,NA,NA
"779","Rodentia","Cavia magna",459.99,NA,NA,NA
"780","Rodentia","Cavia porcellus",727.99,NA,NA,3.45
"781","Rodentia","Cavia tschudii",1000,NA,NA,1.9
"782","Primates","Cebus albifrons",2509.68,384.28,0.53,1.01
"783","Primates","Cebus apella",2758.38,422.69,0.88,1.05
"784","Primates","Cebus capucinus",3005.99,377.82,0.35,1.01
"785","Primates","Cebus kaapori",3000,NA,NA,NA
"786","Primates","Cebus libidinosus",NA,NA,NA,NA
"787","Primates","Cebus nigritus",NA,435,1.47,1
"788","Primates","Cebus olivaceus",2787.64,404.1,1.7,1.01
"789","Primates","Cebus xanthosternos",NA,NA,NA,NA
"790","Chiroptera","Centronycteris centralis",NA,NA,NA,NA
